osm_id,highway,intersecti,turn,access,change,junction,surface,oneway,maxspeed,distance,angle,latitude,longitude,ID,Name,area_index
881011408,secondary,,,,,,asphalt,no,,0,26.04076023,22.2784416,114.1531581,205,"Central And Western
",1
771004859,motorway_link,,,,,,asphalt,yes,,50,272.0743888,22.28872859,114.1432928,206,"Central And Western
",1
26450347,residential,,,,,,concrete,,,50,44.74551226,22.28278649,114.1527801,207,"Central And Western
",1
156335576,residential,,,,,,,,,350,56.95771892,22.26914129,114.1600467,208,"Central And Western
",1
89272643,motorway_link,,,,,,asphalt,yes,,50,229.3163193,22.28888845,114.1399223,209,"Central And Western
",1
526335223,secondary,,,,,,asphalt,yes,,100,275.4174901,22.28767541,114.1463701,210,"Central And Western
",1
31846868,motorway_link,,,,,,asphalt,yes,70,100,248.1877287,22.28983125,114.1409651,211,"Central And Western
",1
26725136,unclassified,,,,,,concrete,,,50,331.4049785,22.28223918,114.1231937,212,"Central And Western
",1
26723703,secondary,,,,,,asphalt,yes,,0,262.8064501,22.2772884,114.1310244,213,"Central And Western
",1
326806352,primary_link,,,,,,asphalt,yes,50,50,171.2786136,22.2850679,114.1565413,214,"Central And Western
",1
25156756,secondary_link,,,,,,asphalt,yes,50,50,57.41901452,22.28557742,114.1566308,215,"Central And Western
",1
858150305,secondary,,,,,,asphalt,,,50,80.24138824,22.28225855,114.1258566,216,"Central And Western
",1
33871999,tertiary,,,,,,concrete,yes,,150,272.1914227,22.28615691,114.1423435,217,"Central And Western
",1
622565240,residential,,,,,,asphalt,,,50,89.73602132,22.27337084,114.1564322,218,"Central And Western
",1
23632761,unclassified,,,,,,asphalt,yes,,150,231.6826651,22.28305815,114.1450452,219,"Central And Western
",1
26723786,residential,,,,,,concrete,,,0,246.8937845,22.2793422,114.1294739,220,"Central And Western
",1
771244184,tertiary,,,,,,asphalt,yes,,0,93.76305952,22.280807,114.1682664,221,"Central And Western
",1
681882530,motorway,,,,,,asphalt,yes,80,250,71.32683593,22.28948973,114.1455644,222,"Central And Western
",1
882527665,tertiary,,,yes,,,concrete,yes,,50,285.8698161,22.28061231,114.1595893,223,"Central And Western
",1
882796881,tertiary,,,,,,concrete,yes,,50,192.3128459,22.28628537,114.1512065,224,"Central And Western
",1
156335571,unclassified,,,,,,asphalt,,,350,78.83095322,22.26788449,114.1553241,225,"Central And Western
",1
941725392,motorway_link,,,,,,asphalt,yes,80,50,288.9141417,22.28986152,114.1419715,226,"Central And Western
",1
88377383,unclassified,,,,,,concrete,yes,,50,40.16180369,22.27705262,114.1678014,227,"Central And Western
",1
451898548,primary_link,,,,,,asphalt,yes,50,0,170.70912,22.2798038,114.1664833,228,"Central And Western
",1
89595470,secondary,,,,,,asphalt,yes,,0,49.60565166,22.2842056,114.130139,229,"Central And Western
",1
156335537,residential,,,,,,asphalt,yes,,650,21.22702617,22.27469323,114.1625796,230,"Central And Western
",1
867550270,secondary,,,,,,asphalt,yes,,0,285.2050723,22.2809206,114.128489,231,"Central And Western
",1
89915807,secondary,,,,,,asphalt,yes,,50,103.1049911,22.28676913,114.1359318,232,"Central And Western
",1
242113661,secondary_link,,,,,,asphalt,yes,,50,266.5775443,22.28031911,114.163844,233,"Central And Western
",1
899616066,primary,,,,,,asphalt,no,,100,333.5274069,22.27344454,114.1302105,234,"Central And Western
",1
44574339,tertiary_link,,,,,,asphalt,yes,,0,178.2966195,22.2869061,114.1589575,235,"Central And Western
",1
148461539,secondary,,,,,,asphalt,yes,,0,239.2116561,22.278983,114.1547527,236,"Central And Western
",1
815740563,secondary,,,,,,asphalt,yes,,0,275.9519303,22.287725,114.1458312,237,"Central And Western
",1
770855329,secondary,,,,,roundabout,asphalt,yes,,0,185.3173129,22.2744137,114.118381,238,"Central And Western
",1
89141490,secondary,,,,,,concrete,yes,,0,284.815447,22.2863801,114.1525135,239,"Central And Western
",1
817849072,residential,,,,,,asphalt,,,100,65.08613481,22.27998821,114.1394637,240,"Central And Western
",1
26409163,tertiary,,,,,,asphalt,yes,,50,162.3524915,22.2872643,114.13747,241,"Central And Western
",1
725387808,trunk,,,,,,asphalt,yes,80,100,103.1818847,22.28766985,114.1337162,242,"Central And Western
",1
168893311,secondary,,,,,,asphalt,yes,,50,193.0864319,22.28405661,114.1613686,243,"Central And Western
",1
522301283,secondary,,,,,,asphalt,yes,,0,119.1719775,22.2774573,114.1305633,244,"Central And Western
",1
766704162,residential,,,,,,asphalt,,,0,340.9318715,22.289459,114.143816,245,"Central And Western
",1
450350775,secondary,,,,,,concrete,yes,,50,260.3017125,22.28251941,114.1277714,246,"Central And Western
",1
26409194,primary,,,,,,asphalt,yes,,0,85.46904309,22.2873786,114.1354039,247,"Central And Western
",1
31853852,unclassified,,,,,,asphalt,,,100,77.26800854,22.28264583,114.1431174,248,"Central And Western
",1
85243300,secondary_link,,,,,,asphalt,yes,,50,307.6527347,22.27945128,114.1620991,249,"Central And Western
",1
148461531,unclassified,,,,,,asphalt,yes,,100,313.4618398,22.28194845,114.1528484,250,"Central And Western
",1
249530024,unclassified,,,,,,concrete,yes,,0,274.5747994,22.2815446,114.1323191,251,"Central And Western
",1
156335531,unclassified,,,,,,asphalt,,,1500,149.8482623,22.27024209,114.1626936,252,"Central And Western
",1
295407298,tertiary,,,,,,asphalt,,,100,153.9564769,22.27927374,114.1582968,253,"Central And Western
",1
156335571,unclassified,,,,,,asphalt,,,250,113.7809289,22.2678512,114.1544482,254,"Central And Western
",1
783005137,secondary,,,,,,asphalt,yes,,0,120.9544827,22.2858483,114.1540719,255,"Central And Western
",1
148228841,residential,,,,,,asphalt,yes,,0,212.1600304,22.285779,114.1518045,256,"Central And Western
",1
