ID,angle,latitude,longitude,Name,area_index,distance_cityCenter,mod_count_POI,count_station,mod_area_park,travel_time,FromHomeScore,FromOfficeScore,rent_price,building,sky,road,signboard,wall,tree,sidewalk,fence,x1_poi,x2_station,x3_park,x4_time,Q1_home,Q2_office,rent
8186,39.96939329,22.2883179,114.1915275,"Eastern
",9,968.7860359,662,110,290345.9834,5.812716215,1063.826611,1093.242083,,0.552629,0,0.18493,0.000277,0.000031,0.076996,0.076594,0.001832,0.41346759,0.4296875,0.354905449,0.041136038,0.687179571,0.799768821,-0.126550868
8196,333.519335,22.27859848,114.2277969,"Eastern
",9,4371.115592,242,72,275767.5468,26.22669355,1010.298882,1111.200411,,0.133211,0.177305,0.203508,0,0.093816,0.270121,0.001301,0.009949,0.149150409,0.28125,0.337085445,0.195719048,0.568173053,0.852985379,-0.126550868
8205,44.19319681,22.284443,114.2231382,"Eastern
",9,3891.023461,349,72,315170.1761,23.34614077,962.3616997,980.332764,,0.432844,0.048547,0.281766,0.001359,0.000297,0.067066,0.036289,0.011047,0.216488357,0.28125,0.38524939,0.173906321,0.461595821,0.465180576,-0.126550868
8224,326.855321,22.283878,114.2219171,"Eastern
",9,3760.901513,360,71,315170.1761,22.56540908,1060.386416,948.8129293,,0.302691,0.185723,0.264961,0,0.057371,0.093672,0,0.028824,0.22341095,0.27734375,0.38524939,0.1679943,0.679531094,0.371776717,-0.126550868
8231,106.618152,22.27586113,114.2300579,"Eastern
",9,4635.287352,219,83,338518.7133,27.81172411,1043.908285,899.8042414,18333.33333,0.204996,0.055832,0.289281,0,0.170062,0.127074,0.12007,0.025695,0.134675897,0.32421875,0.413789558,0.20772155,0.642895782,0.22654751,0.100909843
8233,77.547125,22.2915782,114.1965577,"Eastern
",9,1586.86336,411,87,295211.4528,9.52118016,1062.27159,980.61038,24800,0.595371,0.026395,0.297902,0.007844,0,0.00359,0.044367,0,0.255506608,0.33984375,0.360852773,0.069218048,0.683722342,0.466003246,0.181141439
8253,257.8964202,22.2917918,114.2036314,"Eastern
",9,2182.402842,428,84,181718.8062,13.09441705,1064.994647,1037.880975,,0.305711,0.06693,0.15948,0.022613,0.011535,0.088488,0.093238,0,0.26620516,0.328125,0.222124631,0.096276064,0.689776428,0.635715258,-0.126550868
8254,350.8126299,22.29223343,114.2000529,"Eastern
",9,1906.293863,419,87,307059.3789,11.43776318,1103.534401,1053.316191,,0.40982,0.126594,0.348977,0,0.000473,0.027941,0.012691,0,0.260541221,0.33984375,0.375335128,0.083731201,0.775460652,0.681454988,-0.126550868
8282,56.70471154,22.2619745,114.2323494,"Eastern
",9,5259.881578,67,55,106162.7294,31.55928947,876.7235414,895.5480357,24100,0.27816,0.031262,0.442273,0.001281,0.000051,0.17182,0.013324,0.04966,0.03901825,0.21484375,0.129768391,0.236099652,0.271199193,0.213934943,0.172456576
8291,314.258,22.28649333,114.2237473,"Eastern
",9,3978.087064,338,67,315170.1761,23.86852238,959.1703488,1106.925363,,0.220133,0.192734,0.2145,0.004324,0.014238,0.12557,0.040344,0,0.209565765,0.26171875,0.38524939,0.177862009,0.454500591,0.840316974,-0.126550868
8299,243.461147,22.26179085,114.233509,"Eastern
",9,5377.958191,68,58,106162.7294,32.26774915,927.9895567,901.2802464,,0.559078,0.022258,0.200082,0,0.003125,0.00459,0.017707,0,0.039647577,0.2265625,0.129768391,0.2414644,0.385177315,0.230921409,-0.126550868
8315,24.50697992,22.28265399,114.1929099,"Eastern
",9,771.9398801,749,136,280146.8146,4.631639281,1081.188946,1079.549706,,0.323492,0.040047,0.261664,0,0.027789,0.179902,0.004488,0.091527,0.468219006,0.53125,0.342438459,0.032192439,0.725780705,0.759193706,-0.126550868
8339,272.387482,22.26501963,114.2433529,"Eastern
",9,6218.786441,102,70,148865.9446,37.31271865,969.5799451,950.8085071,,0.246801,0.174992,0.264605,0,0.002465,0.10084,0.046285,0.115266,0.061044682,0.2734375,0.181966819,0.279666978,0.477643919,0.377690285,-0.126550868
8449,356.4355177,22.2858668,114.1928812,"Eastern
",9,894.9885292,710,126,281004.8851,5.369931175,1098.500445,1097.953227,,0.538008,0.037809,0.243883,0.022469,0,0.007145,0.107676,0.003391,0.443675267,0.4921875,0.343487324,0.037783088,0.764268817,0.813729522,-0.126550868
8451,216.512928,22.26041033,114.2312505,"Eastern
",9,5226.98399,61,49,106162.7294,31.36190394,973.9007661,956.0878856,15037.5,0.205062,0.074582,0.326793,0.002156,0.06632,0.296891,0.006629,0.001195,0.035242291,0.19140625,0.129768391,0.234604968,0.487250265,0.393334857,0.06001861
8471,40.15952835,22.2881004,114.1932663,"Eastern
",9,1076.01547,576,113,280112.3202,6.45609282,1065.249866,1048.572446,,0.557789,0.029512,0.23816,0.008723,0,0,0.094582,0.000234,0.3593455,0.44140625,0.342396294,0.046007949,0.690343849,0.667397681,-0.126550868
8532,116.6628836,22.28448898,114.2185862,"Eastern
",9,3424.132595,370,72,236134.992,20.54479557,961.0962254,979.396908,,0.267023,0.01807,0.44175,0.000031,0.026434,0.151082,0.064699,0.000316,0.229704216,0.28125,0.28864045,0.152693386,0.458782332,0.462407321,-0.126550868
8541,34.77578663,22.28610098,114.1999835,"Eastern
",9,1573.078852,508,112,310531.6204,9.438473112,1017.525464,1115.262846,,0.222754,0.24107,0.19625,0.000965,0.000219,0.227895,0.019098,0.03966,0.31655129,0.4375,0.379579435,0.068591756,0.584239684,0.86502374,-0.126550868
8549,148.2971804,22.28404061,114.222097,"Eastern
",9,3780.642216,358,70,315170.1761,22.6838533,998.550993,1016.463916,,0.332312,0.145359,0.351578,0,0.023602,0.045688,0,0.018414,0.222152297,0.2734375,0.38524939,0.168891209,0.54205434,0.572249318,-0.126550868
8568,205.2712076,22.2805714,114.2239656,"Eastern
",9,3965.22375,332,71,288054.4698,23.7913425,1018.120446,872.4162134,26000,0.592039,0.01457,0.308207,0.000879,0,0.013121,0.03723,0.001887,0.205789805,0.27734375,0.352104409,0.177277571,0.585562491,0.145387583,0.196029777
8593,131.5600847,22.265282,114.2511608,"Eastern
",9,6988.904346,70,31,147884.338,41.93342608,911.6647345,1058.263854,,0.073602,0.202172,0.345602,0.004434,0.002332,0.16041,0.034176,0.065641,0.04090623,0.12109375,0.180766948,0.31465687,0.348882851,0.696116576,-0.126550868
8605,336.1585657,22.26201085,114.2343859,"Eastern
",9,5452.314488,69,59,106162.7294,32.71388693,918.0376731,902.0730326,23262.06897,0.225395,0.020918,0.403691,0.000027,0.040281,0.211602,0.014152,0.075523,0.040276904,0.23046875,0.129768391,0.244842738,0.363051605,0.233270701,0.162060409
8632,314.5580805,22.28728887,114.2228771,"Eastern
",9,3902.501647,343,68,306014.1057,23.41500988,1204.529552,1043.747134,,0.123348,0.18643,0.27468,0,0.023867,0.184383,0.007398,0.00768,0.212712398,0.265625,0.374057434,0.174427826,1,0.653098658,-0.126550868
8676,50.5994036,22.28151464,114.2232931,"Eastern
",9,3894.280392,341,72,288054.4698,23.36568235,1008.641391,1011.402563,,0.350543,0.079844,0.325352,0.013531,0.001297,0.064148,0.055125,0,0.211453744,0.28125,0.352104409,0.174054298,0.564488005,0.557250829,-0.126550868
8704,313.9871369,22.2862016,114.224069,"Eastern
",9,4006.701043,336,69,315170.1761,24.04020626,861.1678119,1037.504437,,0.300641,0.218988,0.240926,0.002281,0,0.039465,0.002109,0,0.208307111,0.26953125,0.38524939,0.17916207,0.236614629,0.63459945,-0.126550868
8722,58.38834585,22.26195755,114.2323198,"Eastern
",9,5257.803361,67,55,106162.7294,31.54682017,968.7401134,917.1687544,27500,0.279215,0.037996,0.456012,0.001672,0,0.16775,0.013934,0.034754,0.03901825,0.21484375,0.129768391,0.23600523,0.475776748,0.278004396,0.214640199
8757,264.5934291,22.26122306,114.2328792,"Eastern
",9,5342.871384,68,55,106162.7294,32.0572283,1044.057687,956.2528664,13500,0.150789,0.017105,0.359848,0,0,0.282773,0.027688,0.157543,0.039647577,0.21484375,0.129768391,0.239870249,0.643227943,0.39382375,0.040942928
8787,106.9017633,22.2808898,114.2255135,"Eastern
",9,4123.85557,303,71,287170.3519,24.74313342,1048.858129,1050.939097,,0.335117,0.182055,0.410914,0.002746,0.005129,0.00848,0,0.036184,0.187539333,0.27734375,0.351023705,0.184484923,0.653900615,0.674410861,-0.126550868
8812,66.10993953,22.2624319,114.2329879,"Eastern
",9,5301.262842,67,58,106162.7294,31.80757705,880.0791931,944.1990574,,0.489543,0,0.335633,0,0.002625,0.058941,0.019375,0.088211,0.03901825,0.2265625,0.129768391,0.237979788,0.278659708,0.358104265,-0.126550868
8849,269.6853419,22.28617816,114.2193849,"Eastern
",9,3528.059914,362,71,236134.992,21.16835948,1044.428155,977.782349,20000,0.401023,0.013277,0.317664,0.006234,0,0.136688,0.008508,0,0.224669604,0.27734375,0.28864045,0.157415268,0.644051593,0.45762284,0.121588089
8954,223.3213117,22.28243097,114.2253104,"Eastern
",9,4103.185028,980,70,287767.7952,24.61911017,1045.525255,1044.334863,,0.352504,0.126738,0.241828,0,0.002406,0.056227,0.023996,0.018121,0.613593455,0.2734375,0.351753992,0.183545768,0.646490742,0.654840298,-0.126550868
8991,277.841896,22.2786178,114.1905879,"Eastern
",9,578.209218,693,149,282860.334,3.469255308,1079.380953,1085.896818,,0.226547,0.10532,0.431715,0.005613,0,0.191996,0.008445,0.023586,0.432976715,0.58203125,0.345755339,0.02339039,0.72176105,0.778002333,-0.126550868
8998,157.9629876,22.2906319,114.2092411,"Eastern
",9,2642.611446,382,71,220311.4251,15.85566868,940.2193621,1025.427892,,0.530477,0.037691,0.365801,0.000195,0,0.00209,0.026578,0.003762,0.237256136,0.27734375,0.269298457,0.117185394,0.412367457,0.598812591,-0.126550868
9005,133.01423,22.3808701,114.1249455,"Tsuen Wan
",10,1398.183928,120,55,132627.5869,8.389103568,963.6152873,843.1586446,36791.66667,0.007871,0.188398,0.210605,0.001422,0.118574,0.318957,0.006309,0.078477,0.072372561,0.21484375,0.162117804,0.0606455,0.464382883,0.058687577,0.329921423
9048,159.6479921,22.3777903,114.1101676,"Tsuen Wan
",10,1600.450478,205,76,103092.3471,9.602702868,886.4449081,1048.854938,,0.569023,0.023434,0.177238,0,0.002023,0.001609,0.066262,0.009703,0.125865324,0.296875,0.126015298,0.069835371,0.292812403,0.668234797,-0.126550868
9225,152.3542052,22.37781765,114.1101522,"Tsuen Wan
",10,1603.609692,205,76,103092.3471,9.621658152,1043.62578,932.8722237,19833.33333,0.519566,0.024773,0.18152,0,0.046895,0.001844,0.057078,0.020285,0.125865324,0.296875,0.126015298,0.069978909,0.642267699,0.324539051,0.119520265
9283,134.9186478,22.38057915,114.1252677,"Tsuen Wan
",10,1374.211906,130,57,132627.5869,8.245271436,929.5621858,1101.997019,,0.066801,0.210055,0.2195,0,0.007762,0.33752,0.000863,0.016754,0.078665828,0.22265625,0.162117804,0.059556344,0.388673692,0.825712636,-0.126550868
9285,233.6003936,22.3718222,114.1229767,"Tsuen Wan
",10,376.219632,243,145,282463.106,2.257317792,1109.997393,1095.326998,,0.2665,0.093785,0.234309,0.001711,0.014422,0.170316,0.06507,0.019629,0.149779736,0.56640625,0.345269786,0.014213102,0.78982962,0.805947125,-0.126550868
9317,30.40186284,22.3686332,114.1148777,"Tsuen Wan
",10,743.3772205,246,125,596009.2867,4.460263323,1070.824527,1008.505109,,0.312312,0.038082,0.167504,0.001023,0.170805,0,0,0.050324,0.151667716,0.48828125,0.728534079,0.03089471,0.702737817,0.5486647,-0.126550868
9358,109.9640101,22.37828241,114.1094417,"Tsuen Wan
",10,1692.771585,194,69,103092.3471,10.15662951,954.8684961,889.898916,,0.408301,0.048602,0.20393,0,0.001379,0.141391,0.111449,0.00877,0.118942731,0.26953125,0.126015298,0.074029931,0.444936417,0.197194704,-0.126550868
9480,99.66243773,22.38040689,114.1256699,"Tsuen Wan
",10,1366.268308,127,59,132627.5869,8.197609848,982.7925729,906.9871234,31000,0.162664,0.13073,0.175473,0,0.049672,0.299871,0.028043,0.034672,0.076777848,0.23046875,0.162117804,0.059195431,0.507019139,0.247832803,0.258064516
9560,38.48447828,22.37829352,114.1224533,"Tsuen Wan
",10,1082.318224,224,92,148592.4393,6.493909344,962.3563954,994.5917084,,0.194367,0.192691,0.227242,0,0,0.116312,0.00293,0.048523,0.13782253,0.359375,0.181632499,0.046294312,0.461584028,0.507434619,-0.126550868
9618,300.5168711,22.37217568,114.107584,"Tsuen Wan
",10,1548.166728,216,91,282434.0686,9.289000368,1144.307507,1067.942403,,0.265801,0.104602,0.328883,0.002086,0.016199,0.141207,0.02107,0,0.132787917,0.35546875,0.345234292,0.067459887,0.86611022,0.724797368,-0.126550868
9754,91.56842272,22.37447214,114.1087032,"Tsuen Wan
",10,1528.333575,211,84,179080.8954,9.17000145,1067.291077,1008.292252,,0.591863,0.025922,0.184527,0.003031,0,0,0.087266,0,0.129641284,0.328125,0.218900172,0.066558779,0.69488201,0.548033933,-0.126550868
9790,301.2318842,22.36786285,114.1155033,"Tsuen Wan
",10,682.8024769,242,120,595484.9908,4.096814861,957.4671235,1141.712891,,0.389844,0.046945,0.350902,0.00023,0.000203,0.000227,0.041012,0.002586,0.149150409,0.46875,0.727893204,0.028142529,0.450713863,0.943404108,-0.126550868
9828,97.0199702,22.3676169,114.0620455,"Tsuen Wan
",10,6185.477947,26,21,12303.06386,37.11286768,1002.675049,908.6003253,,0.212758,0.122688,0.302734,0.001008,0.000133,0.131207,0.004637,0.020879,0.013215859,0.08203125,0.015038694,0.278153625,0.551223223,0.252613262,-0.126550868
9862,116.8168314,22.3673251,114.1170692,"Tsuen Wan
",10,534.3655095,238,123,607332.7154,3.206193057,1046.919855,1129.656443,,0.247621,0.037344,0.339066,0.009348,0.001184,0.245867,0.067062,0.002348,0.146633103,0.48046875,0.742375312,0.021398375,0.649591312,0.907676803,-0.126550868
9904,232.1340959,22.3716269,114.1226919,"Tsuen Wan
",10,348.9241608,250,150,282463.106,2.093544965,894.0763722,1045.369315,,0.452027,0.067523,0.224168,0.002031,0.002281,0.11584,0.102633,0,0.154185022,0.5859375,0.345269786,0.012972947,0.309779197,0.657905727,-0.126550868
9997,139.6853128,22.36597393,114.1116987,"Tsuen Wan
",10,1107.354546,228,106,669816.4166,6.644127276,1141.679613,1063.086916,,0.037445,0.167309,0,0,0.021715,0.33925,0.29359,0,0.140339836,0.4140625,0.818752488,0.047431823,0.860267705,0.71040893,-0.126550868
10109,284.188801,22.48507215,114.1431088,"Northern
",11,13086.01285,30,48,156865.9303,78.5160771,938.1634193,912.6578527,21500,0.292695,0.053777,0.227586,0.000707,0.008008,0.186457,0.036141,0.005781,0.015733166,0.1875,0.19174563,0.591675711,0.407796544,0.264637079,0.140198511
10201,221.6722866,22.5025654,114.1482418,"Northern
",11,15085.17855,590,26,62003.40353,90.5110713,916.4841582,944.2217626,37583.33333,0.026336,0.294254,0.260574,0.009004,0.003988,0.14052,0.002301,0.056453,0.368156073,0.1015625,0.075790082,0.682506728,0.359597724,0.358171548,0.33974359
10326,316.6875122,22.50220029,114.1326148,"Northern
",11,14842.22438,523,81,268538.3555,89.05334628,981.8251849,1039.232439,,0.015137,0.124051,0.219195,0.012824,0.018859,0.377906,0.082465,0.007547,0.325991189,0.31640625,0.328248817,0.671468236,0.504868376,0.639720101,-0.126550868
10351,122.722111,22.48443362,114.1417182,"Northern
",11,12993.25496,31,45,154209.5241,77.95952976,1001.064536,995.5502355,,0.119387,0.098758,0.151879,0.00066,0.006992,0.293008,0.060625,0.052426,0.016362492,0.17578125,0.188498562,0.587461306,0.54764262,0.510275057,-0.126550868
10402,135.4612859,22.50347813,114.1294351,"Northern
",11,14963.25731,147,69,243172.9376,89.77954386,1048.93604,1005.345367,,0.50632,0.02809,0.146957,0.009418,0.000074,0.020449,0.052059,0,0.08936438,0.26953125,0.297243308,0.676967302,0.654073832,0.539301321,-0.126550868
10448,110.4733319,22.49537567,114.1320132,"Northern
",11,14083.98497,156,82,312316.1199,84.50390982,1089.648253,963.4056658,14500,0.090742,0.083707,0.257961,0,0.020453,0.323359,0.09184,0.005527,0.09502832,0.3203125,0.381760724,0.637018037,0.744588016,0.415019898,0.053349876
10512,356.7266668,22.4855248,114.1441586,"Northern
",11,13153.68257,31,49,152560.9753,78.92209542,895.7841403,928.1904347,,0.199344,0.033918,0.298617,0.009637,0.005223,0.263691,0.043148,0.075926,0.016362492,0.19140625,0.186483453,0.594750248,0.313576024,0.310665338,-0.126550868
10675,184.627639,22.48705755,114.1462769,"Northern
",11,13359.80974,260,47,141404.662,80.15885844,1015.194414,909.7561676,28912.5,0.003441,0.246164,0.282316,0,0,0.373559,0,0.010812,0.160478288,0.18359375,0.172846493,0.604115525,0.579057134,0.256038411,0.232165012
10720,313.9067675,22.49395105,114.1383764,"Northern
",11,13989.9395,76,71,295972.2667,83.939637,1041.617962,1094.693597,,0.09727,0.183168,0.22459,0,0.001312,0.183812,0.068062,0.074582,0.04468219,0.27734375,0.361782757,0.632745132,0.637803779,0.804070144,-0.126550868
10750,232.4489695,22.5049487,114.129797,"Northern
",11,15127.80522,61,61,637431.8432,90.76683132,1113.716413,1010.485016,,0.448426,0.125895,0.218145,0,0.000199,0.004883,0.062629,0.050129,0.035242291,0.23828125,0.779167089,0.684443448,0.798098001,0.554531828,-0.126550868
10770,310.0851115,22.5039596,114.133757,"Northern
",11,15045.45803,630,74,260310.9847,90.27274818,1031.376541,956.8833191,,0.009004,0.033941,0.29216,0.00002,0.00348,0.497613,0.021547,0.012621,0.393329138,0.2890625,0.318192061,0.680702047,0.61503435,0.395691993,-0.126550868
10819,26.09475596,22.5426163,114.1505029,"Northern
",11,19498.71651,452,17,7859.387517,116.9922991,877.7520019,913.6959038,21000,0.038625,0.37568,0.241047,0,0.000027,0.082609,0.089395,0.028797,0.281308999,0.06640625,0.00960695,0.883033448,0.273485737,0.267713173,0.133995037
10885,313.5844114,22.5019383,114.16716,"Northern
",11,15484.93058,289,8,143.830589,92.90958348,915.013238,903.0911003,,0.049535,0.082051,0.194402,0.005582,0.000977,0.418688,0.043211,0.079047,0.17872876,0.03125,0.000175812,0.700669246,0.356327473,0.236287578,-0.126550868
10899,313.4408999,22.49366865,114.146218,"Northern
",11,14078.659,48,58,230703.5145,84.471954,1010.965376,1100.166254,,0.17723,0.099426,0.273969,0.009227,0.037223,0.294148,0.07393,0.014641,0.027061045,0.2265625,0.282001264,0.636776054,0.569654847,0.820287466,-0.126550868
10932,222.8882875,22.49974665,114.1454829,"Northern
",11,14729.07405,57,43,212419.6075,88.3744443,886.4708422,1144.563735,,0.130441,0.033547,0.327773,0.00441,0.002617,0.392281,0.015723,0.001953,0.032724984,0.16796875,0.259651865,0.666327312,0.292870061,0.951852115,-0.126550868
11056,14.0644211,22.43111196,114.0236786,"Yuen Long
",12,12277.16987,30,45,88065.92211,73.66301922,1056.50742,1086.304096,,0.141605,0.323297,0.254391,0,0.000184,0.097645,0.044207,0.030137,0.015733166,0.17578125,0.107647694,0.554926366,0.670907045,0.779209235,-0.126550868
11148,181.9261324,22.44100594,113.9989251,"Yuen Long
",12,15008.70667,48,63,67308.34088,90.05224002,920.6415312,933.3461558,18650,0,0.075621,0.219062,0,0,0.528516,0,0,0.027061045,0.24609375,0.082274591,0.679032269,0.368840681,0.325943471,0.10483871
11161,90.04269886,22.44228099,114.0328845,"Yuen Long
",12,12291.52637,106,77,317790.5085,73.74915822,995.6331199,1078.531778,,0.347805,0.06543,0.152742,0,0.013898,0.136312,0,0,0.063561989,0.30078125,0.388452362,0.555578646,0.535567124,0.756177244,-0.126550868
11162,92.16209879,22.44082454,114.0308515,"Yuen Long
",12,12343.56153,108,85,154450.9495,74.06136918,914.472079,1128.39794,,0.241258,0.144805,0.267273,0.000242,0.012074,0.153039,0.013945,0.00632,0.064820642,0.33203125,0.188793669,0.557942835,0.355124331,0.903947436,-0.126550868
11254,16.33426733,22.4469444,114.033994,"Yuen Long
",12,12557.6785,1305,66,70118.76764,75.346071,962.4576074,1008.187237,,0.045156,0.32523,0.284238,0,0,0.208441,0.012133,0.024695,0.818124607,0.2578125,0.085709926,0.567671125,0.461809049,0.547722736,-0.126550868
11331,62.67201836,22.43477862,114.0329879,"Yuen Long
",12,11747.77344,62,57,33084.62465,70.48664064,1065.071213,962.8341556,14500,0,0.127023,0.241605,0,0.004754,0.393805,0.00843,0.003641,0.035871617,0.22265625,0.040441109,0.530873524,0.689946655,0.413326321,0.053349876
11511,336.8731781,22.48854812,114.0012365,"Yuen Long
",12,18205.91975,869,0,451131.4721,109.2355185,965.7483815,860.0552678,,0.211527,0.247633,0.000984,0,0.05866,0.15977,0,0,0.5437382,0,0.551442165,0.824295923,0.469125324,0.108757948,-0.126550868
11600,98.13259898,22.44975078,113.9901794,"Yuen Long
",12,16290.62037,24,39,412792.8785,97.74372222,937.7682488,933.9107636,,0.15002,0.315387,0.14327,0.000188,0.000465,0.055598,0.001418,0.119402,0.011957206,0.15234375,0.504578848,0.737275328,0.406917974,0.327616594,-0.126550868
11836,107.0322634,22.45251032,114.0296752,"Yuen Long
",12,13305.69225,98,69,70118.76764,79.8341535,1024.78254,918.8373473,27500,0.226324,0.047328,0.220152,0.000047,0,0.322922,0.008574,0.025559,0.058527376,0.26953125,0.085709926,0.601656726,0.600374113,0.282948998,0.214640199
11843,90.4957236,22.44382417,114.0304457,"Yuen Long
",12,12592.7576,1290,86,154450.9495,75.5565456,1056.733701,1085.478556,,0.244984,0.038938,0.268668,0.002293,0.026586,0.217637,0.002887,0,0.808684707,0.3359375,0.188793669,0.569264925,0.671410128,0.776762881,-0.126550868
11859,271.6558254,22.4460781,114.0274019,"Yuen Long
",12,12992.83976,111,84,154450.9495,77.95703856,1018.095372,1098.096037,,0.294742,0.136164,0.353699,0.001059,0.006496,0.128895,0.031156,0.007832,0.066708622,0.328125,0.188793669,0.587442442,0.585506744,0.814152717,-0.126550868
11934,80.35712086,22.44461251,114.0205458,"Yuen Long
",12,13428.25144,712,85,162094.7312,80.56950864,954.8662547,931.5009058,,0.323102,0.193445,0.237363,0.000148,0.02193,0.010613,0.080613,0.051445,0.444933921,0.33203125,0.198137073,0.607225137,0.444931433,0.320475376,-0.126550868
11957,116.4843694,22.4494598,114.0271305,"Yuen Long
",12,13263.83908,106,82,151991.9213,79.58303448,957.5631769,883.8801896,,0.515406,0.05757,0.313969,0,0,0,0.043766,0,0.063561989,0.3203125,0.185787868,0.59975515,0.450927416,0.179359195,-0.126550868
12021,72.3776493,22.27876405,114.1793447,"Wan Chai
",13,646.1175804,903,148,311254.9406,3.876705482,1068.191165,1058.469545,,0.469312,0.013801,0.205379,0.019102,0.000027,0.025832,0.057824,0.070859,0.565135305,0.578125,0.380463588,0.02647577,0.696883147,0.696726108,-0.126550868
12053,125.0591935,22.26961561,114.1851042,"Wan Chai
",13,1201.888012,622,143,234702.8239,7.211328072,1022.132401,933.1161894,,0.449566,0.018957,0.217945,0.019863,0.00623,0.104668,0.055023,0,0.388294525,0.55859375,0.286889835,0.0517269,0.594482144,0.325262004,-0.126550868
12054,199.480272,22.2684972,114.1934053,"Wan Chai
",13,1564.501336,177,86,29041.53363,9.387008016,893.1353573,1046.911185,,0.332824,0.150664,0.222254,0,0.059789,0.127699,0.089254,0,0.108244179,0.3359375,0.035499022,0.068202041,0.307687068,0.662474804,-0.126550868
12061,85.4259125,22.28072552,114.174963,"Wan Chai
",13,1069.92632,892,130,404592.1232,6.41955792,1038.138067,1052.269735,,0.24868,0.039008,0.299461,0,0.001578,0.251637,0.088602,0,0.558212712,0.5078125,0.494554626,0.045731292,0.630067039,0.67835399,-0.126550868
12106,328.7992946,22.27042497,114.169285,"Wan Chai
",13,1993.698213,547,115,184884.5146,11.96218928,1062.69521,941.8892603,24428.57143,0.00002,0.014793,0.249789,0,0.12568,0.476555,0.02648,0.007379,0.341095028,0.44921875,0.225994246,0.08770237,0.684664162,0.35125956,0.176533144
12116,168.734942,22.274638,114.1850581,"Wan Chai
",13,646.1494332,820,178,239827.6736,3.876896599,1112.722331,1113.047979,,0.365434,0.003449,0.229852,0.001688,0.076539,0.185172,0.045945,0.032996,0.512901196,0.6953125,0.293154213,0.026477217,0.79588789,0.858460344,-0.126550868
12128,3.142059128,22.2788923,114.181208,"Wan Chai
",13,460.2692435,950,166,258613.9397,2.761615461,1102.159956,1049.680862,,0.460559,0.081219,0.227961,0.009977,0.010883,0.002262,0.000117,0.000367,0.594713656,0.6484375,0.316117672,0.018031851,0.772404892,0.670682289,-0.126550868
12136,4.665327142,22.27676931,114.1715375,"Wan Chai
",13,1480.349013,826,142,224286.9334,8.882094078,984.8319291,954.9308061,19600,0.52659,0.007633,0.268641,0,0,0.034555,0.015418,0,0.516677155,0.5546875,0.274157934,0.064378626,0.511553176,0.389906041,0.11662531
12162,182.9568075,22.2763961,114.1853892,"Wan Chai
",13,450.8366408,835,178,250095.6914,2.705019845,1071.010018,1017.52311,,0.340477,0.051086,0.385711,0.008434,0.039488,0.142062,0.004305,0.011918,0.522341095,0.6953125,0.305705361,0.017603286,0.703150213,0.575388065,-0.126550868
12197,96.64720188,22.27939951,114.1712411,"Wan Chai
",13,1457.923245,841,145,224232.5538,8.74753947,967.0757721,1027.313173,,0.291289,0.032465,0.287832,0.000008,0.04698,0.133348,0.022895,0.000145,0.526117055,0.56640625,0.274091463,0.063359723,0.47207647,0.604399312,-0.126550868
12256,4.134448274,22.27298534,114.173203,"Wan Chai
",13,1500.43569,827,141,195817.9141,9.00261414,977.1228521,984.2438478,,0.136898,0.000184,0.267508,0,0.023453,0.366852,0.034641,0.013324,0.517306482,0.55078125,0.239358726,0.065291253,0.494413827,0.476770432,-0.126550868
12260,95.12237019,22.27936397,114.1707723,"Wan Chai
",13,1506.397167,821,148,224117.7098,9.038383002,972.4724263,1028.323784,,0.363672,0.04018,0.359422,0,0.035508,0.089715,0.000043,0,0.513530522,0.578125,0.273951083,0.06556211,0.484074682,0.607394092,-0.126550868
12289,157.8500115,22.28006536,114.1810638,"Wan Chai
",13,443.0502383,948,158,293499.2077,2.65830143,1000.093805,889.7858392,,0.587785,0.037551,0.231117,0.000254,0.03432,0,0.000852,0.008203,0.593455003,0.6171875,0.358759804,0.017249515,0.545484424,0.196859619,-0.126550868
12371,40.95024078,22.2745503,114.1753313,"Wan Chai
",13,1222.092403,932,143,196754.8123,7.332554418,953.6958471,979.6377748,,0.080473,0.094562,0.344199,0.006211,0.000992,0.269547,0.044078,0.040758,0.583385777,0.55859375,0.240503947,0.052644876,0.442329303,0.46312109,-0.126550868
12404,258.4942052,22.2779708,114.17716,"Wan Chai
",13,887.2950041,920,151,386549.4596,5.323770025,1099.419081,902.9275133,14816.66667,0.410168,0.064969,0.354195,0,0.001324,0.044195,0.01273,0.016227,0.575833858,0.58984375,0.472500112,0.037433537,0.766311191,0.235802814,0.057278743
12408,263.561443,22.27821872,114.1737825,"Wan Chai
",13,1216.956834,900,140,387602.7982,7.301741004,1052.727219,1024.155168,,0.505602,0.006609,0.230797,0.007742,0.024969,0.059656,0.02368,0,0.563247325,0.546875,0.473787664,0.052411544,0.662502642,0.595041082,-0.126550868
12469,125.9900534,22.27630754,114.1687703,"Wan Chai
",13,1768.804081,681,149,225456.0637,10.61282449,904.832073,906.7681661,26164.28571,0.75241,0.010309,0.169844,0,0,0.00009,0.040984,0,0.425424795,0.58203125,0.275587024,0.077484427,0.333692009,0.247183959,0.198068061
12538,248.6690596,22.27879174,114.1798602,"Wan Chai
",13,594.5424601,927,148,292343.1823,3.567254761,1168.448083,1086.262401,,0.500551,0.02652,0.330836,0.007016,0,0.000035,0.025617,0.025367,0.580239144,0.578125,0.357346732,0.024132482,0.919781204,0.779085677,-0.126550868
