FID,surface,oneway,maxspeed,angle,latitude,longitude,highway,Name,area_index,count_station,count_Airbnb,count_hotel,count_POI,count_elder,elder_beds,distance_cityCenter(m),distance_Metro(m),area_park(m²),rent_price(HK$),rent_price(￥),Ave_rent_price ($),Ave_rooms,Ave_SA (m²),travel_time(mins),sky,road,sidewalk,tree,plant,building,grass,wall,earth,fence
8,asphalt,yes,0,173.975405,22.28393386,114.1279539,residential,"Central And Western
",1,71,4,8,323,12,589,5706.419111,313.9453687,54652.30444,38500,5005,31620.6897,2.1724,61.0661,34.23851467,0.01816,0.253863,0.088578,0,0,0.585891,0,0,0,0.006281
13,asphalt,0,0,81.03838282,22.28215392,114.1251968,secondary,"Central And Western
",1,71,2,5,253,11,789,6051.35215,350.9710796,46754.86671,27000,3510,32479.1667,2.2083,63.0037,36.3081129,0.03584,0.376332,0.029078,0.298297,0.025992,0.202648,0.003723,0.004219,0.000133,0.010277
23,asphalt,0,0,315.1624753,22.28107461,114.1522307,secondary,"Central And Western
",1,162,35,45,651,8,585,3412.942681,602.1433082,272470.9476,21770.8303,2830.207939,24088.7273,2.1758,55.0802,20.47765608,0.015723,0.275316,0.082598,0.000242,0.004238,0.537676,0,0,0,0.03018
37,asphalt,yes,80,250.8572191,22.288042,114.1383677,trunk,"Central And Western
",1,100,16,29,457,18,1087,4596.965512,538.2094215,137552.1889,15000,1950,33192.4528,2.1698,61.621,27.58179307,0.231574,0.332891,0,0.130746,0,0.23157,0,0.067758,0.000273,0.005117
48,asphalt,yes,0,104.1784915,22.28546535,114.1345878,residential,"Central And Western
",1,92,11,19,416,18,1083,5076.816964,190.1947856,130148.8883,36791.66667,4782.916667,32260.9756,2.2439,62.5328,30.46090178,0.025273,0.212789,0.072988,0.025566,0.01307,0.593652,0,0,0,0.025113
55,asphalt,yes,0,327.5735126,22.27762078,114.1574686,secondary_link,"Central And Western
",1,147,28,42,644,4,263,2889.750674,467.8559261,210747.0719,89000,11570,22634.9929,2.1738,53.5721,17.33850404,0.097441,0.341363,0,0.08102,0.000723,0.410984,0.001652,0.015785,0,0.001258
120,asphalt,yes,0,92.84801183,22.27578124,114.1565789,tertiary,"Central And Western
",1,140,27,33,602,1,44,3009.294721,684.9935867,205688.222,90333.33333,11743.33333,22663.9137,2.1763,53.7404,18.05576833,0.025578,0.184055,0.096254,0.034246,0.008594,0.522449,0,0,0,0
139,asphalt,yes,50,226.6226147,22.2865652,114.1314853,primary,"Central And Western
",1,77,11,14,366,16,892,5240.222452,503.9475878,117326.3598,28833.33333,3748.333333,31756.25,2.1562,60.2563,31.44133471,0.192535,0.26773,0.085367,0.065539,0.01098,0.291359,0.00093,0.016574,0,0.000824
152,concrete,yes,0,259.3721825,22.28266627,114.1286579,secondary,"Central And Western
",1,76,4,9,341,13,689,5740.296557,171.6251507,54926.70276,37250,4842.5,31620.6897,2.1724,61.0661,34.44177934,0.019402,0.190617,0.109039,0,0,0.557484,0,0,0,0
166,asphalt,yes,0,81.06980959,22.28217368,114.1493153,tertiary,"Central And Western
",1,161,37,47,673,12,789,3717.525346,556.8482083,225209.251,38753.33333,5037.933333,23997.8698,2.1598,54.4989,22.30515208,0.012938,0.004242,0.205863,0.004238,0.00068,0.639074,0,0.031988,0,0.000516
224,concrete,yes,0,192.3128459,22.28628537,114.1512065,tertiary,"Central And Western
",1,155,37,47,598,11,750,3572.58247,90.58684159,264491.0525,20000,2600,24015.7143,2.1667,54.6607,21.43549482,0,0.160281,0.130738,0,0,0.670621,0,0,0,0
275,asphalt,yes,80,276.2411899,22.28872785,114.1451772,trunk,"Central And Western
",1,125,30,45,591,18,1087,4053.540665,437.2866813,142886.5509,31000,4030,24806.4773,2.1761,55.8395,24.32124399,0.304453,0.372176,0,0.001969,0,0.231375,0,0.00902,0.016883,0.047633
281,concrete,yes,0,238.3448046,22.28613034,114.1374724,secondary,"Central And Western
",1,101,16,27,459,19,1127,4809.592239,312.981276,137552.1889,18000,2340,32847.1698,2.2264,61.9523,28.85755343,0.013879,0.156262,0.086867,0.067844,0,0.540148,0,0.075641,0,0
289,asphalt,no,0,350.1731884,22.2786439,114.153199,secondary,"Central And Western
",1,153,33,44,608,7,485,3318.665093,612.9999264,271121.3096,22065.03145,2868.454088,24137.5155,2.1863,55.3396,19.91199056,0.013793,0.263137,0.016055,0.000449,0.015465,0.569176,0,0.034719,0,0.004895
293,asphalt,yes,0,95.33109472,22.28778038,114.1462866,secondary,"Central And Western
",1,130,38,46,640,15,940,4060.450787,441.9873448,142886.5509,26333.33333,3423.333333,24876.0674,2.1742,55.8921,24.36270472,0.005914,0.352258,0.034477,0,0,0.570246,0,0,0,0
337,concrete,yes,0,79.50764597,22.28311162,114.1271961,secondary,"Central And Western
",1,80,4,8,307,12,589,5824.428438,252.9201176,46754.86671,29833.33333,3878.333333,32314.8148,2.1852,62.1487,34.94657063,0.010734,0.306293,0.049102,0.000809,0,0.59348,0,0,0,0.026129
385,asphalt,no,0,31.65994499,22.2815983,114.1320837,primary,"Central And Western
",1,88,4,11,398,16,892,5557.72376,381.0208135,72257.30268,15000,1950,31756.25,2.1562,60.2563,33.34634256,0.125469,0.275484,0.044926,0.336836,0,0.047449,0,0.062043,0,0.006273
393,concrete,yes,0,309.6964224,22.2843135,114.1540135,secondary,"Central And Western
",1,158,35,45,609,8,585,3256.484515,316.2564487,265783.9817,30000,3900,24088.7273,2.1758,55.0802,19.53890709,0.028133,0.115203,0.084574,0,0,0.529016,0,0,0,0.001324
405,0,0,0,72.19845332,22.27374342,114.1555792,residential,"Central And Western
",1,116,23,24,528,1,44,3156.344325,929.4036076,162021.0353,108000,14040,23986.6234,2.1818,55.6525,18.93806595,0.1605,0.09277,0.005062,0.508234,0,0.096344,0,0.010719,0.00102,0.063031
419,concrete,yes,0,348.2630847,22.2832301,114.1289914,residential,"Central And Western
",1,76,4,9,349,13,689,5673.675984,239.6410861,54652.30444,37250,4842.5,31780.6452,2.1613,60.5398,34.04205591,0.051859,0.043242,0.132613,0.005375,0,0.548,0,0,0,0
421,concrete,yes,0,91.97924737,22.2856991,114.1408639,residential,"Central And Western
",1,116,29,37,574,18,1087,4599.874938,201.186157,138630.1949,26000,3380,24853.2597,2.1713,55.6869,27.59924963,0.018719,0.143039,0.073539,0.090461,0.001691,0.461488,0,0.076184,0,0.00127
461,asphalt,yes,0,164.0744388,22.2764211,114.1556621,tertiary,"Central And Western
",1,138,27,37,598,2,197,3091.339013,646.4068536,196472.453,84750,11017.5,23911.0127,2.1835,55.3184,18.54803408,0,0.259996,0.039281,0.053996,0.03927,0.53323,0,0.00984,0,0.017219
501,asphalt,yes,0,283.4008973,22.28657089,114.1329938,secondary,"Central And Western
",1,83,11,15,372,17,943,5119.872579,386.8354804,119491.8131,41142.85714,5348.571429,31148.5714,2.1429,59.0385,30.71923547,0.08398,0.299562,0.015508,0.003273,0,0.476551,0,4.00E-06,0,0.005871
510,asphalt,0,0,287.8344077,22.28285002,114.1495713,secondary,"Central And Western
",1,159,37,47,663,12,789,3695.759249,479.1483162,271178.0184,45071.42857,5859.285714,23997.8698,2.1598,54.4989,22.1745555,0.047473,0.216145,0.053547,0.023488,0.00018,0.615496,0,0,0,0.03698
535,asphalt,yes,0,253.1529596,22.28256135,114.1443384,unclassified,"Central And Western
",1,138,39,48,704,18,1087,4231.977506,357.8049911,149573.5168,39000,5070,25019.7826,2.1848,56.2624,25.39186504,0.039895,0.155047,0.117828,0.351723,0,0.203516,0,0.019805,0,0.001195
564,asphalt,0,0,22.54120054,22.27598179,114.1540119,residential,"Central And Western
",1,143,27,39,581,2,197,3266.751797,769.3678277,193878.3389,61250,7962.5,23911.0127,2.1835,55.3184,19.60051078,0.06377,0.084648,0.057262,0.144199,0.000934,0.515211,0,0.011559,0.003258,0.010793
568,asphalt,0,0,109.9775071,22.27495812,114.1676103,secondary,"Central And Western
",1,142,34,44,646,7,554,1926.474091,536.7716964,225456.0637,40000,5200,21922.8533,2.1067,51.4175,11.55884455,0.018398,0.21875,0.086668,0.415336,0.071371,0.127289,7.00E-05,0.044426,0.002738,0.00959
640,asphalt,yes,0,326.894436,22.2809442,114.1283957,secondary,"Central And Western
",1,86,4,8,335,14,954,5886.036293,20.97556859,47660.12791,22500,2925,31620.6897,2.1724,61.0661,35.31621776,0.057785,0.323559,0.053707,0.050484,0.00241,0.442734,0,0.001574,0,0.001129
666,concrete,0,0,91.87064007,22.28610506,114.1441388,tertiary,"Central And Western
",1,133,31,46,648,18,1087,4344.172568,155.6000761,160954.2337,29750,3867.5,24823.6872,2.1732,55.8539,26.06503541,0.013945,0.284691,0.076746,0.142602,0,0.252902,0,0.183012,0,0.000105
681,asphalt,yes,0,254.8599459,22.27647772,114.1558869,secondary,"Central And Western
",1,139,27,37,599,2,197,3067.507906,631.9743034,196472.453,90800,11804,23952.75,2.1812,55.2465,18.40504743,6.60E-05,0.458102,0.008727,0.30884,0,0.124527,0,0.00159,0.004082,0.044629
856,asphalt,yes,0,32.0488597,22.28568877,114.1509485,residential,"Central And Western
",1,157,37,47,608,11,750,3591.215047,145.5789677,264491.0525,25500,3315,24015.7143,2.1667,54.6607,21.54729028,0,0.124586,0.046117,0.017363,0,0.575238,0,0.02559,0,0.001109
896,asphalt,0,0,183.059829,22.28094226,114.1298067,tertiary,"Central And Western
",1,87,4,9,364,15,1054,5778.464843,144.3880552,49392.05917,24100,3133,31780.6452,2.1613,60.5398,34.67078906,0.048109,0.139621,0.109953,0.009156,0.012789,0.593086,0,0.06757,0,0.011871
934,concrete,yes,0,79.50764597,22.2830355,114.1267545,secondary,"Central And Western
",1,76,4,8,300,12,589,5865.082847,271.8486628,46754.86671,25500,3315,32314.8148,2.1852,62.1487,35.19049708,0.008742,0.298156,0.058227,0,0,0.573039,0,0,0,0.010668
953,asphalt,yes,0,130.0783842,22.28530998,114.1487371,tertiary,"Central And Western
",1,155,37,48,666,12,789,3810.191685,366.5209757,157995.5546,16000,2080,23997.8698,2.1598,54.4989,22.86115011,0.010527,0.19382,0.067824,0,0,0.580473,0,0,0,0
984,asphalt,yes,0,93.43208898,22.2845608,114.1342305,primary_link,"Central And Western
",1,90,11,17,409,18,1083,5171.698523,146.6069514,130148.8883,36791.66667,4782.916667,32260.9756,2.2439,62.5328,31.03019114,0.269691,0.199363,0.177727,0.148195,0,0.092602,0,0.009832,0,0.032383
997,asphalt,no,50,64.4143445,22.2842265,114.1337439,primary,"Central And Western
",1,88,11,16,399,18,977,5233.643366,183.7746062,119491.8131,36791.66667,4782.916667,30727.7778,2.1389,58.3586,31.4018602,0.154918,0.25148,0.060148,0.02023,0,0.255555,0,0.231906,0,0.006105
1082,asphalt,yes,0,349.386636,22.307673,114.228364,tertiary,"Kwun Tong 
",2,120,11,4,153,13,1085,5314.015252,485.6294153,222933.9876,18333.33333,2383.333333,22348.2517,2.3566,57.8078,31.88409151,0.117734,0.295887,0.059633,0.13675,0.000457,0.315855,0.00182,0,0.005977,0.034418
1196,asphalt,yes,0,326.4214418,22.3037659,114.2266899,secondary,"Kwun Tong 
",2,82,9,3,116,5,352,4902.68406,727.8721645,144528.2205,23262.06897,3024.068966,22395.8904,2.363,57.9772,29.41610436,0.176875,0.358164,0,0.183512,0,0.150531,0.009922,0,0.000145,0.058914
1202,asphalt,yes,70,83.50369769,22.30846834,114.2273554,motorway_link,"Kwun Tong 
",2,122,11,4,151,12,948,5178.427709,426.0011873,225504.266,17500,2275,22348.2517,2.3566,57.8078,31.07056626,0.315008,0.391715,0.001332,0.059426,0,0.17268,0,0.035562,0,0.006391
1341,asphalt,0,0,32.85717799,22.3278526,114.2149894,tertiary,"Kwun Tong 
",2,132,3,3,118,21,1548,2810.820397,504.1909174,320003.0514,11900,1547,20899.5973,2.1946,53.0457,16.86492238,0.033426,0.289582,0.03952,0.022027,0.040234,0.468789,0.005137,0.002785,0.004254,0.035176
1352,asphalt,0,50,84.90615776,22.32031466,114.2129533,unclassified,"Kwun Tong 
",2,119,9,6,154,14,1068,3207.312295,358.1941629,225313.827,16500,2145,20955.0365,2.2044,53.2266,19.24387377,0.033816,0.360617,0.047953,0.023492,0,0.502285,0,0,0,0.003703
1406,asphalt,0,0,318.544741,22.2922386,114.237475,unclassified,"Kwun Tong 
",2,28,0,0,38,6,496,5483.650722,621.9745088,93451.74813,14816.66667,1926.166667,20967.1241,2.2138,54.4283,32.90190433,0.035988,0.360758,0.033418,0.03232,0,0.525004,0,0,0,0.005992
1481,concrete,yes,0,348.7825284,22.3149506,114.2242431,residential,"Kwun Tong 
",2,154,11,6,179,17,1171,4448.0071,382.5704562,193376.8776,20000,2600,21606.3504,2.281,55.4851,26.6880426,0.034125,0.307703,0.020262,0,0.00041,0.513754,0,0.008836,0,0.003402
1537,concrete,yes,0,293.8417834,22.3133739,114.225336,secondary,"Kwun Tong 
",2,157,11,6,174,16,1128,4649.206827,176.9144066,182874.725,26164.28571,3401.357143,21729.037,2.2889,55.7645,27.89524096,0.064941,0.335785,0.034984,0.126652,0,0.324402,0,0,0,0.027652
1622,concrete,yes,0,293.0877786,22.3135089,114.2250045,secondary,"Kwun Tong 
",2,154,11,6,172,16,1128,4614.063111,212.0409429,194651.0116,26164.28571,3401.357143,21729.037,2.2889,55.7645,27.68437866,0.059059,0.348945,0.029379,0.202598,0.005973,0.276398,0.001637,0,0.000816,0
1924,concrete,yes,0,293.1320981,22.3134709,114.2251001,secondary,"Kwun Tong 
",2,154,11,6,172,16,1128,4624.124003,201.9011405,194651.0116,26164.28571,3401.357143,21729.037,2.2889,55.7645,27.74474402,0.061121,0.346641,0.049297,0.171805,0.006074,0.317973,0,0.001875,0,0.006246
1965,0,yes,0,10.15209989,22.30695545,114.2284253,tertiary,"Kwun Tong 
",2,118,11,4,150,12,989,5238.737158,469.2840902,204559.2585,18125,2356.25,22348.2517,2.3566,57.8078,31.43242295,0.094875,0.266172,0.08234,0.100734,0.024039,0.36393,0.000977,0.028953,0,0.024566
2005,asphalt,yes,70,216.3751188,22.30183698,114.1861141,primary,"Yau Tsim Mong
",3,82,80,44,513,3,264,2241.825684,480.3006649,135572.8062,27933.33333,3631.333333,25896.1538,2.2692,58.7719,13.4509541,0.225199,0.450172,0.008945,0.001207,0.000754,0.165711,0.000168,0.023805,0.001234,0.007691
2089,asphalt,yes,0,243.4013166,22.31842211,114.1633509,primary,"Yau Tsim Mong
",3,179,529,40,879,31,1907,825.0601623,313.1512309,246589.0041,31000,4030,23310.9684,2.2759,55.3499,4.950360974,0.135172,0.394703,0.008785,0.179723,0.007215,0.182574,0.00775,0,0,0.038078
2153,asphalt,yes,0,286.8070641,22.3169506,114.157058,unclassified,"Yau Tsim Mong
",3,92,204,18,412,26,1562,1441.520535,355.4073945,233165.2553,42000,5460,23457.9444,2.2924,55.7451,8.649123208,0.087371,0.338535,0.045621,0.25318,0.029375,0.206262,0.000574,0,0.000117,0.001785
2158,asphalt,yes,0,50.38866859,22.31884733,114.1624354,primary,"Yau Tsim Mong
",3,169,447,40,858,28,1608,929.0289247,244.0147315,239201.1483,22250,2892.5,23134.654,2.2757,55.1138,5.574173548,0.035594,0.282086,0.006559,0.168602,0.026715,0.22334,0.05175,0,0,0.037781
2184,asphalt,yes,0,189.3871767,22.29735285,114.1755993,secondary,"Yau Tsim Mong
",3,95,831,75,1183,4,244,2021.159238,197.2478603,190920.4924,30500,3965,30838.0952,2.1905,60.9134,12.12695543,0.094973,0.430574,0.014965,0.125457,0,0.298984,0,0,0,0
2190,asphalt,yes,0,71.44953343,22.3174382,114.1579096,secondary,"Yau Tsim Mong
",3,115,373,21,548,26,1562,1357.75713,259.4245759,231614.7992,40142.85714,5218.571429,23440.5743,2.2886,55.6901,8.146542783,0.132953,0.299305,0.016684,0.278141,0.042367,0.077367,0.014215,0.099277,0,0.01877
2297,concrete,yes,0,356.2072788,22.30399101,114.1697102,residential,"Yau Tsim Mong
",3,142,912,93,1399,4,135,1371.684164,246.7762217,406880.4286,10500,1365,26005.2038,2.3822,60.6219,8.230104987,0.016871,0.014285,0.091184,0,0,0.611977,0,0,0,0
2321,concrete,yes,0,147.4614653,22.30514546,114.1673499,primary,"Yau Tsim Mong
",3,134,990,88,1432,7,338,1293.947721,126.8837026,376198.5208,28912.5,3758.625,26275.5786,2.4088,61.0934,7.763686325,0.022199,0.2585,0.112312,0.222738,0.002816,0.272254,0,0,0.001211,0.064945
2327,asphalt,yes,0,41.94061947,22.31748822,114.1566534,secondary,"Yau Tsim Mong
",3,84,196,18,356,26,1562,1487.162242,387.9189245,231614.7992,40954.54545,5324.090909,23197.6766,2.2878,55.336,8.922973454,0.047453,0.40457,0.027816,0.209387,0.013676,0.247223,0.00432,0.000984,0,0.005707
2470,concrete,yes,0,302.610683,22.31189109,114.1766738,trunk_link,"Yau Tsim Mong
",3,216,643,67,1152,19,1563,760.2825519,624.3026585,317485.0018,41000,5330,23113.7616,2.2267,57.4886,4.561695312,0.180484,0.285465,0.080047,0.207176,0.022523,0.097992,0.002266,0,0,0
2483,asphalt,yes,0,225.7878604,22.3182686,114.1630453,primary,"Yau Tsim Mong
",3,173,528,40,872,29,1684,850.8341835,278.5054291,212145.992,26142.85714,3398.571429,23561.5212,2.2805,55.746,5.105005101,0.178254,0.371152,0.031148,0.041684,0.000898,0.25727,0.001266,0.006191,0,0.039434
2484,concrete,yes,0,85.10990518,22.3030684,114.1687358,secondary,"Yau Tsim Mong
",3,128,894,92,1343,4,135,1486.028949,255.0975199,375173.8094,21500,2795,26102.0452,2.3935,60.7891,8.916173693,0.034211,0.246402,0.004258,0.001836,0,0.548289,0,0.04002,0,0.034559
2530,asphalt,yes,0,167.1374317,22.30330714,114.1680723,primary,"Yau Tsim Mong
",3,125,907,92,1353,4,135,1472.563014,183.143791,384738.7531,24666.66667,3206.666667,26056.5192,2.391,60.7335,8.835378086,0.081836,0.266117,0.006105,0.003527,0,0.565395,0,0,0,2.30E-05
2563,asphalt,yes,0,100.9072115,22.30902292,114.1659499,secondary,"Yau Tsim Mong
",3,143,617,70,1097,14,825,962.6081775,526.9013716,376877.1267,21250,2762.5,26553.6054,2.4108,61.4059,5.775649065,0.174883,0.277699,0.079941,0.031688,1.20E-05,0.361672,0.027777,0.000113,1.20E-05,0.015297
2578,asphalt,yes,0,171.9431992,22.30470912,114.1836676,tertiary,"Yau Tsim Mong
",3,125,289,58,769,8,577,1829.498921,268.316688,299099.977,18000,2340,21917.4497,2.2282,55.7611,10.97699353,0.051102,0.17841,0.020625,0.001734,0.126273,0.438648,0,0.031219,0,0.000375
2660,0,yes,0,176.7346324,22.302683,114.1639074,secondary,"Yau Tsim Mong
",3,98,878,76,1184,4,135,1678.77734,209.1604983,370201.2776,39000,5070,26056.5192,2.391,60.7335,10.07266404,0.151145,0.348926,0.006992,0,0,0.320316,0,0.077887,0,0.056953
2700,asphalt,0,0,93.64513243,22.32029578,114.1571405,residential,"Yau Tsim Mong
",3,133,226,18,473,30,1839,1409.525865,442.7201306,215128.5976,22705.26316,2951.684211,22779.6573,2.2113,53.4319,8.457155193,0.107348,0.289055,0.081633,0.105004,0.038402,0.32248,4.70E-05,0.006469,0.003672,0.018809
2744,concrete,yes,0,190.7807204,22.32004142,114.1640104,unclassified,"Yau Tsim Mong
",3,193,442,41,894,35,2216,832.7884957,452.2693117,275332.9008,21000,2730,22864.9862,2.2018,53.539,4.996730974,0.027465,0.16025,0,0.061367,0,0.390402,0,0,0,0
2745,0,yes,0,349.3319633,22.31748529,114.1727146,residential,"Yau Tsim Mong
",3,195,596,48,969,34,2366,181.9618363,400.1972508,203450.5157,19500,2535,22589.9323,2.2448,56.2073,1.091771018,0.041293,0.164004,0.195676,0.008449,0,0.564059,0,0,0,0
2892,asphalt,yes,0,265.9303555,22.3029419,114.1680187,primary,"Yau Tsim Mong
",3,125,889,92,1340,4,135,1513.277476,204.5733136,375173.8094,24666.66667,3206.666667,26102.0452,2.3935,60.7891,9.079664858,0.021992,0.345914,0.05491,0.004164,0.006027,0.360234,0,0.001562,0,0
2916,0,yes,0,178.1497726,22.3028357,114.1639021,secondary,"Yau Tsim Mong
",3,98,879,77,1190,4,135,1663.828089,194.2326794,363858.3905,39000,5070,26056.5192,2.391,60.7335,9.982968536,0.28473,0.432465,0.005164,0,0,0.265215,0,0,0,0.003695
3027,asphalt,yes,100,157.7192281,22.43171521,114.2011586,motorway,"Tai Po
",4,22,0,0,37,0,0,9971.325441,2210.422418,53898.66657,36666.66667,4766.666667,27247.8261,2.6957,77.1862,59.82795265,0.334414,0.406902,0.001012,0.126227,0.00241,0.024215,0.000391,0.006816,0.019051,0.04957
3079,asphalt,yes,0,7.192372008,22.4508683,114.1672601,secondary,"Tai Po
",4,78,7,0,240,11,879,10235.7135,619.106127,441760.4359,13500,1755,22085.0667,2.3333,58.3334,61.41428097,0.173906,0.34823,0.003031,0.225695,0,0.056727,0,0.00648,0.006836,0.05466
3149,0,yes,0,107.5072153,22.4425393,114.1664259,residential,"Tai Po
",4,57,6,0,208,7,550,9381.374989,492.3177069,402717.2609,11000,1430,22102.6738,2.3316,58.3518,56.28824993,0.170699,0.399066,0.032312,0.168586,0.006938,0.171535,0,0.004227,0,0.009656
3168,asphalt,yes,100,154.5565939,22.43450905,114.2002641,motorway,"Tai Po
",4,19,0,0,24,0,0,10271.75897,2530.439889,53898.66657,56000,7280,27570.8333,2.7083,78.1856,61.63055383,0.298883,0.382926,0.007812,0.085492,0.002742,0.025324,0.026348,0.005648,0.000129,0.051594
3349,concrete,0,0,167.5566537,22.451998,114.1560747,cycleway,"Tai Po
",4,45,2,0,181,7,525,9883.401365,544.667714,121898.3407,23000,2990,22060.4255,2.3319,58.5123,59.30040819,0.058449,0.313055,0.049199,0.29448,0.01232,0.219574,0.000703,0,0.003992,0.037406
3350,asphalt,yes,0,22.11465393,22.4529929,114.1622149,secondary,"Tai Po
",4,71,6,0,225,9,689,10225.15841,246.5972959,205033.9764,22750.26144,2957.533987,21736.9919,2.3252,57.8597,61.35095046,0.171281,0.245043,0.057234,0.226508,0.000344,0.148102,0.020414,0.016957,0,0.062012
3361,asphalt,yes,0,87.86560817,22.45447648,114.1739975,tertiary,"Tai Po
",4,85,7,0,225,11,879,10915.51641,1141.800536,382587.2011,15500,2015,22205.8172,2.3213,58.2499,65.49309849,0.029543,0.283109,0.016883,0.325418,0.012867,0.133328,0.00468,0.018816,0.001648,0.090285
3553,0,0,0,60.42478363,22.4426845,114.1664376,cycleway,"Tai Po
",4,58,6,0,208,8,625,9396.009709,483.8120848,402717.2609,11000,1430,22102.6738,2.3316,58.3518,56.37605826,0.073723,0.327582,0.058559,0.395879,0.017836,0.056656,0.003418,0.010535,0.000789,0.007633
3571,0,0,0,103.4019675,22.442979,114.1694299,cycleway,"Tai Po
",4,62,6,0,218,8,625,9577.581657,222.8272854,369977.0012,16000,2080,22125.9542,2.3511,58.4948,57.46548994,0.297855,0.187988,0.124832,0.209594,0.029555,0.005395,0.001828,0.006203,0.007289,0.100457
3637,0,0,0,167.3365373,22.45341054,114.1725951,cycleway,"Tai Po
",4,83,7,0,229,11,879,10742.12536,990.797503,403083.1305,14000,1820,22205.2486,2.3232,58.3072,64.45275218,0.14225,0.228176,0.045844,0.309109,0.022898,0.100996,0,0.00025,0.128176,0.00682
3833,0,0,0,104.7354251,22.4535503,114.1606658,cycleway,"Tai Po
",4,56,5,0,221,7,525,10218.61062,293.4081574,192599.4367,22750.26144,2957.533987,21736.9919,2.3252,57.8597,61.31166373,0.143727,0.311309,0.026746,0.31775,0.008746,0.099793,0.026637,0.0185,0.043238,0.003555
3937,asphalt,yes,0,20.22565155,22.4527267,114.1656057,secondary,"Tai Po
",4,77,7,0,238,11,879,10344.54384,489.6965232,442262.1364,13500,1755,22212.1884,2.3186,58.1838,62.06726304,0.11559,0.306324,0.036141,0.119863,0.004535,0.315379,0,0,0,0.014305
4139,concrete,yes,70,269.5641902,22.34165942,114.1966207,trunk,"Wong Tai Sin
",5,149,7,2,166,24,2135,440.4130677,235.895147,666872.8175,27500,3575,23224,2.28,56.0985,2.642478406,0.144559,0.205938,0.091258,0.250504,0.00559,0.174883,0,0.003488,0,0
4159,asphalt,yes,70,90,22.3417825,114.1974765,trunk,"Wong Tai Sin
",5,146,7,1,159,24,2135,527.3170618,324.5868835,662364.8937,27333.33333,3553.333333,22941.6667,2.25,55.4941,3.163902371,0.177559,0.310363,0,0.178492,0.055758,0.138023,0.081598,0.026492,0,0.001461
4306,asphalt,yes,0,26.11047891,22.3431712,114.1986376,secondary,"Wong Tai Sin
",5,137,7,1,150,23,2060,658.1533861,462.4050644,437622.7973,13600,1768,20650,2.3333,51.4915,3.948920317,0.065816,0.25716,0.007488,0.00991,0,0.480805,0,0.00568,0,0
4336,concrete,yes,0,110.4144108,22.3398969,114.2021357,secondary,"Wong Tai Sin
",5,141,8,1,152,25,2350,1034.127988,56.3676738,513568.1,18000,2340,21873.3333,2.2667,54.1067,6.204767926,0.154148,0.279531,0.058277,0.305137,0.015754,0.112297,0,0.04077,0.000629,0.009344
4473,concrete,yes,0,176.5993388,22.3412305,114.1984539,trunk_link,"Wong Tai Sin
",5,151,7,1,159,24,2135,633.6142182,350.8490357,568405.5574,20466.66667,2660.666667,23845.1613,2.3226,57.3062,3.801685309,0.244617,0.288746,0.005457,0.220238,0,0.116348,0,0.004746,0,0.028922
4560,concrete,yes,0,9.214626926,22.3406876,114.1982319,secondary,"Wong Tai Sin
",5,158,7,2,160,24,2135,622.6627588,355.3970146,592958.6636,27500,3575,23845.1613,2.3226,57.3062,3.735976553,0.169438,0.327629,0.029605,0.222859,0,0.06393,0,1.20E-05,0,0.102605
4795,asphalt,yes,0,228.9380958,22.345795,114.1998355,secondary,"Wong Tai Sin
",5,116,7,1,136,23,2060,874.6375372,662.6532765,371957.7103,16000,2080,21163.6364,2.4545,52.3213,5.247825223,0.125211,0.278984,0.066402,0.225172,0,0.238133,0,0.001805,0,0.048781
4843,concrete,yes,0,40.70920038,22.33995221,114.2032658,secondary,"Wong Tai Sin
",5,136,8,1,151,23,2274,1146.493437,170.6953708,426485.8001,18000,2340,21873.3333,2.2667,54.1067,6.878960624,0.105137,0.322527,0.006578,0.037984,0.017262,0.34732,0,0.018953,0,0.001539
4874,asphalt,0,0,152.9652133,22.34105544,114.2030058,secondary,"Wong Tai Sin
",5,130,8,1,145,22,2016,1101.550619,182.1566754,423766.7304,18000,2340,21873.3333,2.2667,54.1067,6.609303711,0.153281,0.271465,0.097195,0.201391,0,0.235207,0.020066,0.014707,0.003781,0.001809
4972,concrete,yes,0,304.8390885,22.33591081,114.19569,residential,"Wong Tai Sin
",5,167,11,2,237,20,1879,760.3424217,645.4758137,733989.553,19000,2470,24652.7778,2.3611,59.7289,4.56205453,0,0.201805,0.102375,0,0,0.602195,0,0,0,0
5003,asphalt,yes,0,227.7123604,22.3045241,114.2534132,tertiary,"Sai Kung
",6,38,1,1,37,3,444,7537.765137,120.532564,200738.4298,18912.5,2458.625,20948.5577,2.2356,53.5255,45.22659082,0.055555,0.415391,0.021652,0.027469,0.003758,0.443891,3.10E-05,0,0,0.016918
5004,0,yes,0,73.63403775,22.32030125,114.2565487,residential,"Sai Kung
",6,69,2,0,54,10,1156,7036.831795,301.3433928,258046.6915,18900,2457,20280.5096,2.1847,52.0195,42.22099077,0.087711,0.053711,0.236301,0.280871,0.002234,0.133039,0,0.102746,0,0.064699
5200,asphalt,0,50,250.8204305,22.2980312,114.2720053,residential,"Sai Kung
",6,19,0,0,10,2,80,9097.688422,424.25225,49391.51733,20390.90909,2650.818182,21302.9268,2.3049,55.4821,54.58613053,0.444461,0.373973,0.023496,0.025469,0,0.010332,0.000578,0.009316,0.010379,0.009867
